Date,Person_ID,Age,Gender,Sleep Start Time,Sleep End Time,Total Sleep Hours,Sleep Quality,Exercise (mins/day),Caffeine Intake (mg),Screen Time Before Bed (mins),Work Hours (hrs/day),Productivity Score,Mood Score,Stress Level
2024-06-27,2349,24,Male,23.42,8.82,9.41,3,53,194,8,10.411176236162518,3,10,5
2024-07-31,2383,20,Other,23.67,5.72,6.06,10,87,45,59,7.158530694894412,4,2,7
2024-11-06,8464,21,Male,22.58,6.42,7.84,5,66,111,157,11.678940843274711,7,1,1
2024-01-01,6762,26,Male,23.2,6.01,6.81,9,20,22,153,7.985448755962865,8,8,3
2024-11-20,2943,27,Other,23.57,8.98,9.42,7,6,38,147,4.621051977710456,2,10,5
2024-07-25,8970,22,Other,22.87,5.63,6.76,10,41,227,17,6.035274080323979,4,5,9
2024-04-06,7337,32,Other,23.57,7.88,8.32,1,45,144,144,7.704004229033322,4,4,9
2024-10-09,4067,41,Other,21.28,6.29,9.01,5,23,208,10,5.575063999924097,7,8,4
2024-04-18,3071,50,Other,21.85,4.69,6.84,9,49,110,12,9.045929123599675,10,2,9
2024-10-17,9660,39,Other,22.72,3.97,5.26,5,75,6,14,5.986174526368633,4,4,4
2024-07-20,7249,57,Male,22.38,7.8,9.41,6,22,64,87,9.340135112336974,1,4,2
2024-12-18,1672,22,Female,20.68,5.16,8.48,4,45,230,71,6.954056558842194,5,7,7
2024-12-19,8822,36,Male,22.05,3.74,5.69,7,12,165,35,9.114901385059268,8,3,3
2024-02-06,6336,54,Male,20.67,5.55,8.88,10,41,189,52,4.841508766925035,9,5,1
2024-01-18,1059,31,Female,23.48,8.44,8.96,3,89,109,57,7.448312747054218,8,9,9
2024-04-19,7507,30,Female,22.22,5.74,7.53,2,61,148,102,11.873222934740244,5,8,4
2024-04-18,1198,35,Male,23.92,7.28,7.36,10,70,155,20,10.072428552502872,10,4,1
2024-10-20,4883,41,Other,20.68,4.15,7.46,10,70,218,17,4.822849005938644,9,2,6
2024-11-11,5203,54,Other,20.47,3.83,7.37,9,79,0,120,11.863180197344096,8,4,9
2024-09-14,1329,40,Female,22.28,4.5,6.22,4,85,275,138,11.624895747983,5,6,9
2024-11-14,4758,32,Female,21.7,5.42,7.72,9,33,19,105,9.485487514215254,7,7,3
2024-08-30,8160,40,Other,22.2,7.34,9.14,9,45,39,28,4.1498067781662185,1,9,5
2024-04-02,1836,38,Female,21.37,2.97,5.61,7,6,189,33,11.147650453543392,1,3,6
2024-07-26,8489,49,Female,23.7,8.71,9.01,6,27,184,40,9.380258015171634,2,10,10
2024-11-20,5030,34,Female,22.42,3.75,5.33,9,22,179,87,11.855692122545314,10,4,6
2024-09-13,2157,55,Male,23.03,7.44,8.41,8,41,136,80,9.003766494287838,6,10,8
2024-02-19,9973,53,Male,20.32,2.78,6.47,4,66,220,166,9.658706018631658,7,1,5
2024-04-24,1864,27,Female,21.03,3.79,6.75,2,40,224,84,8.069907810146443,4,5,9
2024-10-20,2441,18,Female,22.43,4.03,5.59,6,46,226,100,9.367950909362179,2,5,2
2024-04-07,2917,57,Other,20.83,3.48,6.65,9,60,144,96,6.033732483474438,1,9,6
2024-03-09,7692,28,Female,22.98,5.74,6.76,6,15,158,13,7.09540890668427,6,1,8
2024-06-12,8028,59,Female,22.1,7.37,9.27,8,28,161,161,9.83193007306215,2,4,9
2024-05-01,7626,34,Female,21.15,3.41,6.26,9,19,14,112,5.422355305542178,6,8,2
2024-05-27,4335,32,Male,23.22,5.44,6.23,8,23,17,159,8.017104111835657,10,5,5
2024-02-02,2263,45,Other,20.75,2.67,5.92,5,33,258,55,5.65536433365309,8,10,2
2024-09-20,2480,43,Female,21.62,6.99,9.37,3,20,88,159,7.764956965283879,8,7,4
2024-04-08,2490,19,Male,23.02,7.54,8.52,4,85,39,170,5.200020742877536,4,5,7
2024-06-18,8002,58,Female,20.88,4.15,7.26,7,40,61,117,6.681988399250147,9,3,1
2024-09-07,6657,41,Other,22.8,3.76,4.96,6,30,152,15,11.967720243725088,7,9,5
2024-05-24,7152,43,Female,20.1,3.42,7.32,2,44,287,6,8.0298466975165,2,10,3
2024-12-31,7845,31,Male,23.8,6.69,6.89,8,29,135,78,10.020114372313213,10,4,7
2024-01-24,2264,25,Male,21.87,4.68,6.81,7,73,30,76,8.04613310176699,6,7,6
2024-01-12,9103,22,Female,22.58,4.49,5.91,8,72,140,146,4.596535232879692,8,3,1
2024-08-02,5493,36,Male,22.43,7.54,9.1,7,45,81,143,5.777043419483535,5,9,6
2024-05-22,2437,26,Male,21.17,3.73,6.57,2,21,86,147,4.33364842077985,10,9,3
2024-08-13,1740,48,Male,20.08,5.32,9.24,7,69,20,46,9.75461920480937,1,9,10
2024-08-20,5880,24,Male,21.42,3.55,6.13,1,77,130,58,10.759319507612446,5,7,5
2024-07-02,8908,55,Female,23.33,4.98,5.65,10,8,215,88,6.4669059510675595,7,1,7
2024-10-23,3367,36,Male,20.73,2.71,5.98,8,86,137,43,7.387953344232675,2,6,6
2024-03-20,5652,27,Other,23.13,6.07,6.93,2,20,245,92,4.584607596858242,4,7,5
2024-07-18,6867,53,Female,22.43,6.01,7.58,3,21,174,35,6.1610064630734565,9,2,10
2024-06-17,1867,42,Male,21.65,6.21,8.56,10,82,29,121,8.324835522064552,2,2,4
2024-08-18,4617,51,Male,22.57,3.18,4.61,3,51,43,85,5.412300392074684,5,4,6
2024-01-13,3452,59,Male,23.78,4.61,4.83,2,77,277,16,10.045343636829678,6,10,7
2024-03-11,2982,42,Other,21.67,3.73,6.07,7,27,73,127,8.133136908254034,2,1,9
2024-01-10,8550,46,Male,22.68,5.89,7.21,7,70,58,163,5.1028790767579215,5,5,3
2024-09-14,9662,57,Other,21.67,4.46,6.79,3,13,176,130,9.081920515991847,2,5,9
2024-09-22,9624,33,Male,20.4,4.97,8.57,8,81,123,7,9.99174621784913,4,4,10
2024-12-26,7906,31,Male,20.37,5.37,9.01,5,49,169,155,6.7631293159654575,10,4,4
2024-04-25,4595,19,Male,21.9,5.66,7.76,7,62,259,114,4.590115161746036,3,5,2
2024-02-24,3715,24,Male,23.93,5.4,5.47,2,49,122,47,6.806725417076537,6,2,1
2024-09-12,1212,20,Male,23.45,6.96,7.51,8,70,190,146,5.077835338073273,1,7,2
2024-10-10,2781,34,Female,23.87,9.31,9.44,2,7,68,77,10.155839518156471,6,3,8
2024-05-29,6025,23,Other,22.25,4.68,6.43,1,43,86,83,5.18185344611263,9,8,5
2024-06-21,3239,47,Other,23.18,5.26,6.08,8,80,14,118,9.255233775189566,10,9,1
2024-05-28,6302,22,Other,21.42,3.83,6.42,1,84,45,69,11.763950700276096,5,8,6
2024-07-27,8092,48,Other,23.72,6.5,6.78,4,33,288,54,10.249928496991796,5,4,3
2024-11-10,3858,30,Male,23.7,8.66,8.96,8,34,218,138,4.008553293109155,10,10,6
2024-02-19,4120,56,Female,21.42,5.28,7.86,6,12,262,170,7.6603403978442355,6,3,8
2024-11-13,6319,54,Female,23.7,6.67,6.97,1,44,52,26,9.246296585517428,4,4,3
2024-06-24,6307,31,Female,20.77,2.74,5.98,3,24,33,47,11.886115024884536,1,3,9
2024-10-17,4313,50,Male,20.72,5.87,9.15,3,53,38,109,8.984186476608238,6,9,4
2024-04-21,2892,18,Female,21.9,6.91,9.01,10,53,291,41,8.247366615122914,3,3,4
2024-05-19,9395,38,Female,23.45,4.71,5.26,9,43,131,158,10.243249704601544,3,1,2
2024-08-21,3137,37,Other,20.05,1.91,5.86,4,47,222,135,8.67787685793007,2,3,8
2024-01-17,1678,59,Other,22.2,3.08,4.88,5,27,31,6,8.749206916787468,9,6,6
2024-06-27,7685,47,Other,22.88,4.34,5.46,3,66,259,19,10.266311119871048,2,9,3
2024-10-31,8083,54,Female,21.83,3.28,5.45,10,3,160,80,6.416644795890757,10,4,10
2024-06-14,2450,59,Male,21.53,4.58,7.05,3,8,211,7,6.1489662966415874,8,6,9
2024-04-20,2087,52,Male,23.63,8.64,9.0,6,87,17,111,9.36411525695576,1,5,9
2024-09-03,9049,23,Female,22.73,7.67,8.94,9,82,123,47,9.027776087069316,8,9,10
2024-07-08,9692,48,Male,20.15,5.32,9.17,2,85,192,76,8.77349787274197,7,10,8
2024-07-10,7217,51,Male,20.67,3.99,7.32,6,10,64,150,7.713406122965008,9,1,1
2024-03-15,1054,44,Other,21.12,2.28,5.16,10,33,247,159,5.681279241071276,9,2,4
2024-08-04,5359,57,Female,23.22,7.49,8.27,10,2,78,154,7.247538490188448,9,3,4
2024-09-29,9243,29,Other,21.43,2.14,4.7,1,10,85,135,9.810242146634044,10,8,9
2024-04-13,2924,30,Male,21.15,2.4,5.25,5,22,75,38,11.8518584649862,8,10,9
2024-11-27,7243,49,Female,21.32,5.1,7.78,1,45,208,58,9.885068148179869,9,9,7
2024-03-25,5384,27,Male,23.83,9.11,9.28,6,40,211,72,11.142564161109432,4,8,8
2024-04-07,5681,31,Female,22.92,5.0,6.09,3,58,28,92,10.362911326433009,6,3,5
2024-03-08,6581,23,Male,20.38,1.33,4.95,9,28,87,61,6.534721557137645,5,8,9
2024-01-13,5533,32,Male,23.72,7.13,7.42,5,32,83,153,7.009911480903771,7,10,1
2024-06-19,9135,40,Other,23.28,5.94,6.66,4,78,215,80,11.462509996933967,5,1,4
2024-01-18,3249,42,Male,20.97,5.61,8.64,1,21,138,106,10.199022100569866,6,1,8
2024-10-20,8549,58,Male,20.22,0.8,4.58,8,22,43,65,5.0844531365695556,5,2,1
2024-10-03,5587,36,Female,21.02,3.6,6.58,6,75,268,87,8.11882969776769,2,4,6
2024-05-05,2909,23,Other,23.38,5.47,6.09,7,20,101,101,4.934524827732869,3,7,6
2024-09-02,1885,37,Other,20.73,5.18,8.44,1,59,188,41,11.188629466452957,5,6,1
2024-03-24,7231,37,Female,22.78,8.03,9.24,8,71,97,38,11.023972126561628,4,7,6
2024-11-28,7553,34,Male,22.38,4.2,5.81,3,68,126,141,10.570011645530336,9,5,3
2024-12-30,8562,26,Male,22.43,6.15,7.72,8,5,4,48,11.815543300711166,5,8,7
2024-01-12,3613,57,Male,23.13,7.4,8.26,1,48,0,174,7.158751810728306,2,6,5
2024-06-20,1230,56,Other,21.03,3.13,6.1,2,36,275,92,7.8817082238109775,4,8,1
2024-08-14,2720,52,Male,20.52,4.46,7.94,10,28,122,75,6.464081963696922,10,5,1
2024-07-29,8685,35,Male,23.17,6.41,7.24,8,84,211,105,5.599998966816958,1,4,10
2024-09-24,2234,36,Other,21.47,5.36,7.89,2,58,71,133,7.413654121139292,9,8,4
2024-03-28,1922,28,Other,22.35,6.21,7.86,2,61,158,46,8.376368147402832,10,7,6
2024-11-20,6758,42,Male,23.1,4.07,4.97,4,21,265,95,10.68015366741903,7,3,10
2024-07-30,2208,48,Other,22.65,4.58,5.93,9,41,73,177,6.4032324260145215,7,4,4
2024-07-18,6776,55,Male,20.73,2.17,5.43,2,41,105,138,8.382300848163961,9,8,9
2024-06-21,1940,46,Female,21.07,2.07,5.01,9,19,71,69,10.593567642644256,5,7,4
2024-01-25,4347,23,Male,23.57,7.45,7.89,1,77,13,23,7.65060345581092,2,9,4
2024-09-11,5044,36,Female,22.87,4.67,5.81,3,47,144,86,5.999580761640254,5,3,10
2024-04-09,2394,48,Male,23.03,4.07,5.03,6,27,176,86,10.205155707595491,6,6,3
2024-02-01,7528,33,Other,22.53,4.24,5.7,6,67,88,97,6.910998392740554,7,2,3
2024-09-24,2539,42,Female,21.48,4.87,7.39,1,30,61,30,4.199645909996033,5,3,1
2024-12-19,2005,26,Female,22.58,4.92,6.33,5,55,137,101,7.077661172043702,4,8,4
2024-05-25,8661,20,Other,23.92,8.13,8.21,7,69,287,5,7.652047890749784,2,2,10
2024-07-30,7124,31,Female,21.12,5.1,7.98,9,58,8,41,7.237073926588234,2,5,10
2024-10-02,2445,58,Other,23.98,6.86,6.88,4,22,49,132,5.29668555201529,9,9,4
2024-08-19,6220,20,Male,21.58,6.25,8.67,3,28,224,153,7.408155238019092,6,5,9
2024-08-11,8581,34,Female,22.98,4.79,5.81,3,83,213,134,10.843540874363118,10,10,5
2024-12-27,7983,26,Female,21.3,2.31,5.01,4,63,154,134,5.174680891353965,8,3,4
2024-03-06,9454,41,Other,23.2,5.03,5.83,8,23,37,9,7.736356036904506,8,5,2
2024-09-20,9702,30,Female,20.58,1.5,4.92,2,83,150,15,5.51566625435891,2,2,1
2024-01-26,1797,55,Male,20.85,2.56,5.71,10,40,208,60,7.616203539190398,1,7,1
2024-01-27,4072,39,Female,22.25,5.14,6.89,4,79,290,32,6.862685003437346,3,3,2
2024-12-17,6720,39,Other,21.43,3.73,6.3,10,14,184,40,9.326216554801457,4,10,3
2024-08-17,6727,43,Male,22.07,3.65,5.59,9,7,188,142,5.617180963644634,2,3,9
2024-08-13,9469,47,Male,21.07,4.04,6.97,6,12,230,154,9.265819164250804,5,9,6
2024-02-08,5771,53,Male,22.07,3.18,5.12,5,19,62,44,8.751116713576865,9,5,6
2024-08-11,4677,45,Male,23.93,9.19,9.26,6,40,171,156,11.267336504538623,9,4,2
2024-05-24,9929,36,Male,21.22,6.36,9.14,7,27,263,9,7.729902783942489,4,5,5
2024-01-25,7675,24,Other,23.52,7.48,7.96,1,88,5,178,10.315015612603839,3,1,3
2024-05-22,9644,53,Female,20.33,5.62,9.28,7,45,185,29,11.134109926045348,8,5,10
2024-12-09,4925,54,Other,21.35,3.92,6.57,8,68,121,85,6.287836374767963,4,10,6
2024-09-23,4306,27,Other,23.32,8.71,9.39,3,72,99,14,9.677148246267201,7,5,3
2024-03-26,5645,32,Male,22.57,7.71,9.14,2,87,174,147,6.816743836969649,9,5,6
2024-04-12,6978,19,Female,23.33,8.08,8.75,1,34,264,112,11.207853628968515,4,5,7
2024-05-31,5273,47,Female,23.73,5.65,5.92,3,36,259,14,11.689751443324084,9,3,2
2024-02-19,6197,42,Other,21.98,6.31,8.33,10,47,53,114,4.679694989034506,1,2,5
2024-04-19,4480,35,Other,21.32,3.25,5.93,1,4,77,94,5.711558297393262,9,10,5
2024-05-23,1455,30,Female,23.88,8.87,8.99,10,72,122,177,9.148645991192396,2,2,4
2024-03-28,3678,51,Female,21.17,3.93,6.76,10,48,239,127,8.135165855758597,7,3,9
2024-01-27,7782,51,Female,23.72,6.04,6.32,2,15,187,46,9.141590301108774,8,6,8
2024-08-06,9079,18,Male,23.45,5.18,5.73,2,47,67,13,4.254458800921439,2,1,4
2024-05-17,5609,18,Other,22.07,5.33,7.26,5,72,8,141,4.314189598196627,9,3,1
2024-12-07,8859,28,Female,22.32,7.76,9.45,5,40,43,94,6.140610403834097,6,2,1
2024-05-14,9861,28,Female,20.52,5.97,9.46,3,46,267,36,9.8965396507963,6,7,7
2024-08-24,9457,59,Male,21.85,7.33,9.48,7,49,87,96,10.746552519628139,1,5,1
2024-05-02,1408,48,Other,23.42,7.76,8.34,9,17,218,160,9.770517485526298,1,6,3
2024-03-27,1314,51,Female,22.7,4.97,6.27,8,87,142,27,4.0730847434114015,10,10,2
2024-11-08,9371,54,Female,21.55,2.22,4.67,9,60,115,113,10.176986585411804,3,10,8
2024-05-31,8327,28,Male,21.97,6.68,8.71,7,4,168,56,11.410553050011684,1,4,1
2024-04-25,5107,18,Male,21.15,2.5,5.35,9,49,129,5,9.847973012725053,6,3,2
2024-06-04,6836,40,Female,21.35,4.96,7.61,10,66,191,142,5.573108467492036,5,10,9
2024-01-22,7780,32,Male,20.57,1.88,5.32,2,13,277,140,5.720900728481206,8,8,10
2024-09-03,3881,59,Other,21.47,2.76,5.3,4,8,297,66,7.725692790783285,7,5,10
2024-09-04,3767,18,Female,21.3,2.37,5.07,5,75,274,103,10.147077676999098,3,9,7
2024-02-07,5204,54,Female,20.92,1.94,5.02,2,6,157,160,9.602606517635667,6,4,3
2024-05-16,9021,49,Female,21.27,6.07,8.8,7,77,147,29,8.567994121749992,9,6,9
2024-03-28,5702,35,Female,20.28,4.47,8.19,7,6,39,115,7.385918654852654,10,9,7
2024-04-17,8906,22,Other,21.18,5.93,8.75,1,77,226,64,4.019310650727917,10,7,2
2024-04-19,5728,54,Other,21.63,7.01,9.37,1,69,82,166,8.25481538818832,4,10,7
2024-06-21,1460,40,Male,23.27,8.18,8.91,10,38,197,102,8.450329637720195,6,2,2
2024-04-14,6221,34,Female,22.38,4.51,6.13,9,29,250,171,5.220169024382758,8,7,10
2024-02-05,1368,36,Other,21.87,6.56,8.69,1,34,148,144,8.527625053700781,7,6,6
2024-08-12,3684,49,Male,23.78,8.93,9.15,6,26,84,83,7.724457739510048,6,7,3
2024-08-12,9179,53,Other,20.63,4.61,7.98,8,40,131,120,8.174587720951877,6,4,4
2024-09-30,2024,49,Male,21.42,3.56,6.15,5,40,95,58,10.306424861029315,3,3,6
2024-09-11,2626,18,Male,20.63,3.97,7.34,9,26,2,38,10.76258328511874,2,7,10
2024-12-10,3198,43,Other,21.32,5.5,8.19,2,47,249,0,10.256715585121384,7,10,7
2024-04-09,8597,41,Male,21.72,2.56,4.84,2,58,197,22,7.739678421189462,10,8,7
2024-02-03,5644,58,Female,22.35,7.28,8.93,10,38,259,143,5.736449834599889,3,9,1
2024-06-21,6877,44,Other,23.32,7.4,8.09,4,45,96,48,8.442783561091057,9,10,8
2024-09-29,8274,49,Male,23.1,3.79,4.69,3,74,224,177,8.21432183981397,8,3,6
2024-06-04,4663,50,Female,20.73,5.8,9.07,3,62,25,86,8.093039999077652,8,10,7
2024-07-23,8786,22,Male,23.78,4.64,4.85,5,89,233,44,7.549442549403652,4,3,9
2024-06-18,4092,19,Male,20.42,1.5,5.09,1,3,38,14,7.569263066880793,10,2,4
2024-12-11,7977,19,Male,21.83,4.25,6.42,1,32,180,12,6.569816290906395,9,1,8
2024-02-11,7499,42,Male,21.67,2.67,5.01,6,20,82,160,11.446964931178837,10,5,8
2024-11-28,2689,33,Male,22.77,5.27,6.5,10,27,184,70,11.815883049170367,8,1,4
2024-03-01,9040,36,Female,23.0,6.81,7.81,3,42,69,38,4.3310032078711735,9,4,8
2024-12-29,1758,27,Female,20.98,3.97,6.99,6,9,240,179,10.306926971097074,9,2,5
2024-12-24,4195,21,Male,21.88,4.58,6.69,9,74,236,58,6.548056844438703,9,2,7
2024-08-25,8577,35,Male,20.13,2.52,6.39,5,35,82,162,9.529015957703193,8,7,5
2024-04-03,5414,52,Male,21.05,2.66,5.61,5,57,249,143,9.547073937108337,9,6,1
2024-10-01,5947,27,Female,21.28,2.89,5.61,10,14,145,30,7.2893874852977385,10,9,1
2024-12-26,1173,28,Female,23.9,6.39,6.49,9,66,272,25,11.01117915023671,1,5,8
2024-04-04,2630,28,Female,21.75,5.91,8.16,1,27,131,167,4.459675055744554,9,1,2
2024-02-01,6101,50,Other,23.2,7.57,8.37,9,69,131,108,4.113656058230325,8,3,1
2024-07-26,5310,33,Female,23.5,5.22,5.72,5,79,183,47,8.565714783952355,10,8,5
2024-03-04,7612,24,Other,20.35,5.56,9.21,10,43,198,34,6.643264110899248,2,6,1
2024-06-14,4029,40,Other,20.72,3.51,6.79,6,80,77,91,7.963976543284974,6,1,9
2024-11-13,8693,19,Female,23.33,3.84,4.51,1,38,24,171,5.385660502519808,3,6,3
2024-04-21,5736,51,Male,21.28,6.61,9.33,8,29,77,73,10.874814452480127,10,7,4
2024-11-30,1589,40,Male,22.72,5.32,6.6,10,42,202,128,5.698860701278141,8,8,2
2024-11-28,2902,53,Other,20.67,1.49,4.82,10,8,94,121,7.787694681380928,9,8,10
2024-08-31,2715,57,Female,23.77,5.83,6.07,8,5,288,132,6.7543581773155115,3,2,10
2024-01-02,2826,21,Other,23.72,6.07,6.36,10,6,21,56,8.903723090719959,2,8,9
2024-04-27,2619,28,Female,23.07,4.11,5.04,1,75,128,162,5.199348893479616,4,9,6
2024-08-23,4708,20,Female,23.15,6.93,7.78,3,74,14,115,4.011482505989517,3,7,6
2024-06-18,6413,36,Male,23.47,8.17,8.71,3,72,251,133,7.807070421851137,7,6,1
2024-05-25,3373,29,Female,21.22,3.11,5.89,2,9,282,13,7.113440088356919,10,9,9
2024-10-17,2388,59,Male,22.48,4.13,5.65,4,13,179,38,9.229818845483276,6,7,8
2024-07-16,6784,21,Male,20.4,4.45,8.05,9,21,119,154,7.809566644514434,3,4,8
2024-05-27,2806,31,Female,23.38,7.34,7.96,9,76,221,159,4.145997208152665,9,1,7
2024-10-19,6339,20,Other,22.53,7.29,8.75,9,62,88,102,6.132785467630007,1,7,10
2024-07-10,9435,51,Female,22.43,4.1,5.67,7,7,268,25,7.131631847944318,8,4,10
2024-10-13,4856,25,Male,20.32,1.67,5.35,10,50,113,57,4.711647104300458,7,10,6
2024-02-03,5855,47,Other,21.12,5.14,8.02,8,21,260,19,7.247780226143401,6,1,7
2024-05-26,4811,31,Other,20.25,2.13,5.88,6,89,132,23,7.612248703080451,8,10,10
2024-02-24,8521,35,Other,20.08,1.5,5.42,1,15,246,28,8.689541434033904,10,4,10
2024-03-25,3714,53,Other,23.47,6.0,6.54,7,33,132,116,8.549473712946984,8,4,10
2024-09-13,7693,45,Other,20.92,3.91,6.99,9,23,290,41,6.571155477912857,4,6,7
2024-03-17,5887,24,Other,22.43,4.24,5.81,2,27,102,102,10.3677164757905,6,7,9
2024-03-10,1048,37,Female,23.65,8.17,8.52,1,32,294,111,8.444633541664924,5,5,7
2024-03-16,1498,54,Other,23.97,8.11,8.14,9,51,144,164,10.635780348497057,4,3,7
2024-02-26,8171,39,Male,20.57,5.24,8.68,6,88,265,112,6.073284448914563,8,5,3
2024-08-04,9721,56,Female,23.52,4.68,5.16,1,2,71,115,9.99518222301609,5,9,4
2024-06-01,7875,40,Female,21.53,4.5,6.97,3,73,26,162,10.323192658269255,7,7,6
2024-09-22,5122,21,Other,22.78,4.13,5.34,9,25,97,91,5.272434260112851,8,4,5
2024-09-25,8801,51,Other,22.98,4.05,5.06,8,42,248,45,10.445660305663184,9,5,1
2024-12-18,7582,18,Other,22.52,5.98,7.47,4,35,287,102,10.097856597955904,7,10,3
2024-03-19,1969,32,Male,20.83,3.05,6.21,4,15,163,38,7.44047669471882,10,8,1
2024-08-30,8641,59,Other,21.73,5.97,8.24,7,36,177,122,5.600991683725011,9,5,3
2024-10-28,3374,29,Other,23.33,4.42,5.09,10,53,130,138,8.566263615008708,1,4,4
2024-07-16,6537,44,Male,23.17,7.42,8.25,1,73,52,117,5.1593917267324585,2,1,7
2024-06-09,1396,34,Male,20.25,1.31,5.06,7,63,139,129,8.084432462239997,1,4,3
2024-12-16,9669,55,Female,20.65,1.74,5.09,7,55,167,60,9.516639152178755,2,4,1
2024-04-02,9197,25,Other,20.3,4.73,8.43,8,37,159,22,7.928983992885766,1,7,8
2024-05-09,1617,53,Other,23.2,6.58,7.38,10,39,33,83,8.779570758791852,8,1,9
2024-05-29,6323,47,Male,23.3,6.36,7.06,2,77,182,58,10.388781184580552,9,10,9
2024-07-29,8949,21,Female,21.97,4.16,6.19,1,28,202,111,11.569475843066272,9,9,10
2024-12-14,9446,54,Male,22.87,5.79,6.93,4,81,257,59,5.151559747882092,4,6,4
2024-01-26,1339,39,Other,20.32,5.53,9.21,9,60,150,60,7.431454169788968,3,4,2
2024-06-27,9010,18,Male,21.03,2.0,4.97,4,39,187,7,9.944805746277783,5,3,7
2024-09-18,9400,27,Male,20.47,3.86,7.39,2,11,12,107,11.970936632378224,6,5,9
2024-07-26,3017,44,Other,21.03,4.24,7.2,2,18,86,17,10.62286804835229,8,9,1
2024-04-11,2971,27,Other,21.33,4.06,6.72,7,11,104,160,8.388955955847617,8,2,7
2024-11-22,8665,25,Female,22.62,3.56,4.94,5,26,55,124,7.824861232845875,5,1,6
2024-07-22,9731,46,Male,21.03,6.07,9.03,2,11,202,178,7.133248164023416,6,7,5
2024-09-24,9978,53,Female,23.48,7.03,7.55,4,5,43,75,4.796274098726426,1,8,1
2024-08-23,5403,56,Male,23.42,7.79,8.38,8,9,94,154,10.895776620452093,5,5,5
2024-03-11,3151,59,Male,21.58,6.81,9.23,3,73,249,106,5.33669970824776,4,6,5
2024-10-27,9324,20,Female,23.57,8.2,8.63,10,56,153,69,8.102334012277744,10,2,1
2024-05-10,4987,47,Male,20.32,5.69,9.38,1,41,150,168,10.168736590401785,1,9,1
2024-04-22,1762,32,Other,21.93,6.97,9.04,9,13,263,75,6.185630599986362,10,3,4
2024-05-03,8903,31,Other,20.12,4.01,7.9,2,45,286,90,5.069933310937394,8,1,10
2024-10-26,7763,41,Female,20.42,4.62,8.21,4,57,25,116,8.469036566881062,3,9,3
2024-02-26,2605,26,Other,23.43,8.71,9.28,3,87,239,68,10.616074595522118,6,6,7
2024-12-18,8191,47,Male,23.3,5.76,6.46,8,68,149,59,11.1433520573203,1,7,1
2024-07-09,7278,46,Male,23.05,3.86,4.81,6,74,186,40,10.141842329324742,5,10,10
2024-08-17,5719,29,Male,21.73,5.75,8.02,10,10,55,22,10.99768820276811,4,4,3
2024-08-07,8905,27,Male,22.85,3.37,4.52,2,65,81,167,4.54503267697514,5,10,9
2024-06-24,1271,51,Female,20.65,1.75,5.1,5,11,206,92,4.300121975405567,7,10,8
2024-10-03,1202,29,Male,20.63,3.47,6.84,2,61,293,97,8.695959753459208,8,3,2
2024-01-29,3412,55,Male,23.33,5.04,5.7,7,43,115,107,11.059211554990956,7,6,5
2024-10-01,6485,50,Other,21.37,2.47,5.1,4,52,148,81,11.472508615857791,5,1,9
2024-02-08,2229,51,Female,23.5,7.38,7.88,7,22,217,40,6.663456909692837,5,5,8
2024-06-15,6344,27,Female,23.58,8.1,8.52,2,74,235,135,9.791684645453042,5,1,3
2024-10-09,9380,40,Other,23.17,6.7,7.54,4,30,146,95,4.258164943914783,1,2,3
2024-01-12,6262,56,Male,23.48,4.07,4.59,9,56,91,59,5.963096106403336,9,8,9
2024-05-06,8268,24,Male,23.37,5.13,5.77,6,44,136,120,9.646087201038142,3,6,2
2024-08-25,5062,46,Other,21.5,5.09,7.59,7,9,76,0,10.201332187418364,2,4,8
2024-11-27,7967,32,Female,23.95,7.74,7.79,7,1,61,111,4.1323048075625834,6,3,1
2024-05-24,9917,24,Male,21.12,5.39,8.28,1,15,113,121,8.36207936983191,7,10,2
2024-06-23,3614,39,Female,23.07,4.29,5.22,9,16,280,87,10.525830556250535,4,3,3
2024-11-21,7742,57,Other,22.72,8.02,9.3,2,46,111,46,9.82296961413828,10,1,8
2024-12-06,1007,28,Male,20.95,4.68,7.73,7,15,100,173,9.45107464056937,2,10,2
2024-01-13,8068,22,Female,22.17,4.62,6.45,3,59,3,6,11.939955406311384,6,1,10
2024-03-26,9733,46,Male,22.33,4.33,6.0,7,47,149,154,8.791931061035829,4,10,7
2024-01-03,2360,57,Other,22.28,5.94,7.65,5,14,153,34,9.013792736173794,5,8,2
2024-07-05,2187,48,Female,23.97,7.71,7.74,9,84,139,121,7.891957721442526,3,6,4
2024-11-23,8523,24,Other,23.38,8.38,9.0,9,19,249,132,7.333497361997659,3,1,10
2024-05-22,6648,29,Female,23.58,8.76,9.18,10,78,205,90,10.28688740573891,9,5,3
2024-10-13,4084,19,Other,21.1,4.39,7.29,4,87,233,148,8.976001226503607,6,8,10
2024-05-24,6512,37,Male,21.57,6.22,8.65,6,31,222,120,5.473879928249809,3,4,5
2024-06-09,9857,20,Other,20.88,1.51,4.63,4,35,290,170,5.7239388031688705,4,10,4
2024-07-18,2898,44,Female,22.95,7.72,8.77,1,81,281,121,10.987623559983962,1,2,7
2024-07-04,8217,42,Male,21.33,2.32,4.99,9,62,162,79,7.652279781253117,3,2,8
2024-04-04,3025,40,Male,20.6,4.25,7.65,8,55,274,148,7.139403412837447,3,8,10
